dc_id,name,provider,address,municipality,state,latitude,longitude,state_from_coords,coord_state_mismatch,MW_total_power,mw_flagged_outlier,miles_to_nearest_airport,sqft_colocation_space,sqft_total_space,url,number,street,est_mw,mw_source,wet_bulb_c,climate_adj,est_liters_per_day,est_liters_per_day_low,est_liters_per_day_high,wue_default,bws_score,bws_category,stress_stressor_match,operator_class,is_hyperscaler_self,is_colocation_major,is_colocation_secondary,is_cable_telecom,is_edge_micro,is_cdn_isp,is_enterprise_self,is_disclosed_mw,lat_lon_grid_cell,lat_lon_grid_id,is_hawaii_alaska,is_water_stressed_state,cooling_type
DC-01454,Zenlayer: SJC7 San Jose Data Center,Zenlayer,"11 Great Oaks Blvd, San Jose, CA 95119, USA",San Jose,CA,37.24160355,-121.78331850529646,CA,False,,False,11.96,,,https://datacenters.com/zenlayer-sjc7-san-jose,11.0,Great Oaks Blvd,10.0,heuristic:colocation_secondary,11.261643835616438,1.0,211680.0,105840.0,317520.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,False,37N-121W,80,False,True,unknown
DC-01455,Compass Datacenters: Red Oak 1 Data Center,Compass Datacenters,"Houston School Rd, Red Oak, TX, USA",Red Oak,TX,32.540217792783395,-96.80541334218223,TX,False,,False,27.97,,,https://datacenters.com/compass-red-oak-1,,Houston School Rd,20.0,heuristic:colocation_major,15.353972602739727,1.0106191780821918,427855.73523287673,213927.8676164384,641783.6028493152,1.8,2.681,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,32N-096W,31,False,False,unknown
DC-01456,Lincoln Rackhouse: Plano Data Center,Lincoln Rackhouse,"1000 Coit Rd, Plano, TX, USA",Plano,TX,33.013337,-96.766551,TX,False,,False,12.73,,,https://datacenters.com/lincoln-rackhouse-plano,1000.0,Coit Rd,20.0,heuristic:colocation_major,14.986027397260273,1.0,423360.0,211680.0,635040.0,1.8,2.681,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,33N-096W,39,False,False,unknown
DC-01457,"Deft, a Summit company: Denver Data Center","Deft, a Summit company","5350 South Valentia Way, Greenwood Village, CO, USA",Greenwood Village,CO,39.6167549,-104.89168138081357,CO,False,17.5,False,3.66,300000.0,1000000.0,https://datacenters.com/deft-a-summit-company-denver,5350.0,South Valentia Way,17.5,disclosed,4.200821917808218,1.0,370440.0,185220.0,555660.0,1.8,3.424,High,True,colocation_secondary,False,False,True,False,False,False,False,True,39N-104W,101,False,True,unknown
DC-01458,NTT Global Data Centers: VA5 Ashburn Data Center,NTT Global Data Centers,"21583 Megawatt Dr, Ashburn, VA 20147, USA",Ashburn,VA,39.0182982,-77.47261253853245,VA,False,32.0,False,4.68,140000.0,140000.0,https://datacenters.com/ntt-global-va5-ashburn,21583.0,Megawatt Dr,32.0,disclosed,10.42958904109589,1.0,677376.0,338688.0,1016064.0,1.8,1.94,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,39N-077W,93,False,False,unknown
DC-01459,INAP: Oakland Data Center,INAP,"720 2nd St, Oakland, CA, USA",Oakland,CA,37.7992148,-122.2829762341164,CA,False,,False,13.0,,,https://datacenters.com/inap-oakland,720.0,2nd St,20.0,heuristic:colocation_major,10.811506849315071,1.0,423360.0,211680.0,635040.0,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,False,37N-122W,81,False,True,unknown
DC-01460,Hivelocity: Orangeburg Data Center,Hivelocity,"1 Ramland Rd, Orangeburg, NY, USA",Orangeburg,NY,41.0343477,-73.9757593,NY,False,1.9,False,18.65,10000.0,100000.0,https://datacenters.com/hivelocity-orangeburg,1.0,Ramland Rd,1.9,disclosed,9.424109589041096,1.0,40219.19999999999,20109.599999999995,60328.79999999999,1.8,0.834,Low,False,colocation_major,False,True,False,False,False,False,False,True,41N-073W,118,False,False,unknown
DC-01461,Zenlayer: LAX8 Los Angeles Data Center,Zenlayer,"17836 Gillette Avenue, Irvine, CA 92614, USA",Irvine,CA,33.68709305,-117.84797687554038,CA,False,,False,1.47,,,https://datacenters.com/zenlayer-lax8-los-angeles,17836.0,Gillette Avenue,10.0,heuristic:colocation_secondary,12.963835616438354,1.0,211680.0,105840.0,317520.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,False,33N-117W,42,False,True,unknown
DC-01462,CenterServ: Tulsa Data Center,CenterServ,"321 South Boston Avenue, Tulsa, OK, USA",Tulsa,OK,36.15325745,-95.98920533503396,OK,False,,False,6.22,,,https://datacenters.com/centerserv-tulsa,321.0,South Boston Avenue,20.0,heuristic:colocation_major,12.604109589041096,1.0,423360.0,211680.0,635040.0,1.8,1.256,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,36N-095W,72,False,False,unknown
DC-01463,Quest Technology Management: Quest Mount Prospect Data Center,Quest Technology Management,"800 East Business Center Drive, Mount Prospect, IL 60056, USA",Mount Prospect,IL,42.075809999761965,-87.92573603674529,IL,False,,False,6.8,,,https://datacenters.com/quest-technology-management-quest-mount-prospect,800.0,East Business Center Drive,10.0,heuristic:colocation_secondary,7.704657534246575,1.0,211680.0,105840.0,317520.0,1.8,0.75,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,42N-087W,137,False,False,unknown
DC-01464,Lunavi: Dallas Data Center,Lunavi,"1950 North Stemmons Freeway, Dallas, TX, USA",Dallas,TX,32.800965950000005,-96.81952300449768,TX,False,,False,13.68,,,https://datacenters.com/lunavi-dallas,1950.0,North Stemmons Freeway,10.0,heuristic:colocation_secondary,15.338630136986302,1.010158904109589,213830.43682191783,106915.21841095891,320745.6552328768,1.8,2.681,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,32N-096W,31,False,False,unknown
DC-01465,C-Spire: MegaGate Data Center,C-Spire,"4200 Mamie Street, Hattiesburg, MS, USA",Hattiesburg,MS,31.319744,-89.34988420388798,MS,False,,False,106.26,,,https://datacenters.com/c-spire-megagate,4200.0,Mamie Street,5.0,heuristic:cable_telecom,16.453698630136987,1.0436109589041096,110455.78389041097,55227.89194520548,165683.67583561645,1.8,0.809,Low,False,cable_telecom,False,False,False,True,False,False,False,False,31N-089W,23,False,False,unknown
DC-01466,CenterServ: Albuquerque Data Center,CenterServ,"6565 Americas Parkway, Albuquerque, NM, USA",Albuquerque,NM,35.100445,-106.57103204658272,NM,False,,False,4.35,,,https://datacenters.com/centerserv-albuquerque,6565.0,Americas Parkway,20.0,heuristic:colocation_major,6.774246575342466,1.0,423360.0,211680.0,635040.0,1.8,4.259,Extremely High,True,colocation_major,False,True,False,False,False,False,False,False,35N-106W,62,False,True,unknown
DC-01467,Data Canopy: Austin 3,Data Canopy,"7100 Metropolis Drive, Austin, TX, USA",Austin,TX,30.20695115,-97.70111931170716,TX,False,24.0,False,2.0,120000.0,172000.0,https://datacenters.com/data-canopy-austin-3,7100.0,Metropolis Drive,24.0,disclosed,16.902465753424657,1.0570739726027396,537027.4044493149,268513.70222465746,805541.1066739724,1.8,2.681,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,True,30N-097W,22,False,False,unknown
DC-01468,Zenlayer: LAX7 Los Angeles Data Center,Zenlayer,"600 West 7th Street, Los Angeles, CA 90017, USA",Los Angeles,CA,34.0473499,-118.256999,CA,False,,False,11.11,,,https://datacenters.com/zenlayer-lax7-los-angeles,600.0,West 7th Street,10.0,heuristic:colocation_secondary,12.746849315068497,1.0,211680.0,105840.0,317520.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,False,34N-118W,52,False,True,unknown
DC-01469,C-Spire: Ridgelands Data Center,C-Spire,"1018 Highland Colony Parkway, Ridgeland, MS 39157, USA",Ridgeland,MS,32.44659365980494,-90.15186236089548,MS,False,,False,9.33,,23800.0,https://datacenters.com/c-spire-ridgelands,1018.0,Highland Colony Parkway,5.0,heuristic:cable_telecom,15.974520547945206,1.0292356164383565,108934.29764383566,54467.14882191783,163401.44646575348,1.8,0.809,Low,False,cable_telecom,False,False,False,True,False,False,False,False,32N-090W,29,False,False,unknown
DC-01470,CenterServ: Anaheim Data Center,CenterServ,"2400 East Katella Avenue, Anaheim, CA, USA",Anaheim,CA,33.804913880708504,-117.8839870110761,CA,False,,False,31.69,,,https://datacenters.com/centerserv-anaheim,2400.0,East Katella Avenue,20.0,heuristic:colocation_major,13.07780821917808,1.0,423360.0,211680.0,635040.0,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,False,33N-117W,42,False,True,unknown
DC-01471,INAP: Northern Virginia 2 Data Center,INAP,"21715 Filigree Court, Ashburn, VA, USA",Ashburn,VA,39.0163313,-77.45876232933266,VA,False,,False,4.35,,,https://datacenters.com/inap-northern-virginia-2,21715.0,Filigree Court,20.0,heuristic:colocation_major,10.42958904109589,1.0,423360.0,211680.0,635040.0,1.8,1.94,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,39N-077W,93,False,False,unknown
DC-01472,Zenlayer: SJC6 San Jose Data Center,Zenlayer,"11 Great Oaks Blvd, San Jose, CA 95119, USA",San Jose,CA,37.24160355,-121.78331850529646,CA,False,,False,11.96,,,https://datacenters.com/zenlayer-sjc6-san-jose,11.0,Great Oaks Blvd,10.0,heuristic:colocation_secondary,11.261643835616438,1.0,211680.0,105840.0,317520.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,False,37N-121W,80,False,True,unknown
DC-01473,Psychz Networks: Los Angeles Data Center,Psychz Networks,"700 Wilshire Boulevard, Los Angeles, CA, USA",Los Angeles,CA,34.021393,-118.49510178656811,CA,False,,False,11.19,,15000.0,https://datacenters.com/psychz-networks-los-angeles,700.0,Wilshire Boulevard,10.0,heuristic:colocation_secondary,12.23917808219178,1.0,211680.0,105840.0,317520.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,False,34N-118W,52,False,True,unknown
DC-01474,Compass Datacenters: Tulsa Data Center,Compass Datacenters,"Tulsa, OK, USA",OK,OK,36.1563122,-95.9927516,OK,False,,False,6.22,,,https://datacenters.com/compass-tulsa,,Tulsa,20.0,heuristic:colocation_major,12.604109589041096,1.0,423360.0,211680.0,635040.0,1.8,1.256,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,36N-095W,72,False,False,unknown
DC-01475,NaviSite: Andover Data Center,NaviSite,"400 Minuteman Road, Andover, MA, USA",Andover,MA,42.6966337,-71.21111095,MA,False,6.0,False,24.2,56000.0,,https://datacenters.com/navisite-andover,400.0,Minuteman Road,6.0,disclosed,7.975342465753425,1.0,127008.0,63503.99999999999,190512.0,1.8,2.012,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,42N-071W,130,False,False,unknown
DC-01476,CBRE: 11515 Grooms Rd Data Center,CBRE,"11515 Grooms Rd, Blue Ash, OH, USA",Blue Ash,OH,39.28114233242532,-84.36745811989137,OH,False,,False,22.37,,,https://datacenters.com/cbre-11515-grooms-rd,11515.0,Grooms Rd,10.0,heuristic:colocation_secondary,9.843287671232876,1.0,211680.0,105840.0,317520.0,1.8,1.279,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,39N-084W,97,False,False,unknown
DC-01477,CenterServ: Cleveland Data Center,CenterServ,"600 Superior Avenue, Cleveland, OH, USA",Cleveland,OH,41.5013046,-81.68962649417557,OH,False,,False,9.95,,,https://datacenters.com/centerserv-cleveland,600.0,Superior Avenue,20.0,heuristic:colocation_major,8.870136986301368,1.0,423360.0,211680.0,635040.0,1.8,1.279,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,41N-081W,119,False,False,unknown
DC-01478,Prime Data Centers: Prime Dallas - 1517 Round Table,Prime Data Centers,"1517 Round Table Drive, Dallas, TX, USA",Dallas,TX,32.83756408626427,-96.87931980457388,TX,False,12.0,False,1.78,,,https://datacenters.com/prime-prime-dallas-1517-round-table,1517.0,Round Table Drive,12.0,disclosed,15.280273972602735,1.008408219178082,256151.82220273968,128075.91110136984,384227.7333041096,1.8,2.681,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,True,32N-096W,31,False,False,unknown
DC-01479,"Krypt: Data Center Chappaqua, NY (JFK2)",Krypt,"480 N Bedford Rd, Chappaqua, NY 10514, USA",Chappaqua,NY,41.1774816,-73.7512709,NY,False,,False,8.02,,,https://datacenters.com/krypt-chappaqua-ny-jfk2,480.0,N Bedford Rd,10.0,heuristic:colocation_secondary,9.016438356164384,1.0,211680.0,105840.0,317520.0,1.8,0.834,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,41N-073W,118,False,False,unknown
DC-01480,Zenlayer: LAX9 Los Angeles Data Center,Zenlayer,"200 Bauchet Street, Los Angeles, CA 90012, USA",Los Angeles,CA,34.0588205,-118.235846,CA,False,,False,12.53,,,https://datacenters.com/zenlayer-lax9-los-angeles,200.0,Bauchet Street,10.0,heuristic:colocation_secondary,12.746849315068497,1.0,211680.0,105840.0,317520.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,False,34N-118W,52,False,True,unknown
DC-01481,Amazon AWS: Cosgray Campus,Amazon AWS,"4600 Cosgray Road, Hilliard, OH, USA",Hilliard,OH,40.050087,-83.180923,OH,False,,False,2.64,,,https://datacenters.com/amazon-aws-cosgray-campus,4600.0,Cosgray Road,50.0,heuristic:hyperscaler_self,8.92986301369863,1.0,1058400.0,529200.0,1587600.0,1.8,1.279,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,False,40N-083W,111,False,False,unknown
DC-01482,CenterServ: Cincinnati Data Center,CenterServ,"201 East 5th Street, Cincinnati, OH, USA",Cincinnati,OH,39.1014378,-84.5092502,OH,False,,False,8.7,,,https://datacenters.com/centerserv-cincinnati,201.0,East 5th Street,20.0,heuristic:colocation_major,9.992054794520548,1.0,423360.0,211680.0,635040.0,1.8,1.279,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,39N-084W,97,False,False,unknown
DC-01483,INAP: Silicon Valley 6 Data Center,INAP,"365 Main Street, San Francisco, CA, USA",San Francisco,CA,37.78873105,-122.3904690619859,CA,False,13.5,False,11.2,45000.0,45000.0,https://datacenters.com/inap-silicon-valley-6,365.0,Main Street,13.5,disclosed,10.811506849315071,1.0,285768.0,142884.0,428652.0,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,True,37N-122W,81,False,True,unknown
DC-01484,Centersquare: Los Angeles (LAX1-Hawthorne) Data Center,Centersquare,"2301 W 120th St, Hawthorne, California, USA",Hawthorne,CA,33.9237936912292,-118.32063354286429,CA,False,28.0,False,4.98,132398.0,288583.0,https://datacenters.com/centersquare-los-angeles-lax1-hawthorne,2301.0,W 120th St,28.0,disclosed,12.944383561643836,1.0,592703.9999999999,296351.99999999994,889055.9999999998,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,True,33N-118W,43,False,True,unknown
DC-01485,Amazon AWS: Crosby Campus,Amazon AWS,"6645 Crosby Court, Dublin, OH, USA",Dublin,OH,40.1048611,-83.1988675,OH,False,,False,2.76,,,https://datacenters.com/amazon-aws-crosby-campus,6645.0,Crosby Court,50.0,heuristic:hyperscaler_self,8.882465753424658,1.0,1058400.0,529200.0,1587600.0,1.8,1.279,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,False,40N-083W,111,False,False,unknown
DC-01486,NaviSite: Santa Clara Data Center,NaviSite,"2720 Zanker Road, San Jose, CA, USA",San Jose,CA,37.3927431,-121.92674315001268,CA,False,1.2,False,1.9,,,https://datacenters.com/navisite-santa-clara,2720.0,Zanker Road,1.2,disclosed,11.20082191780822,1.0,25401.6,12700.8,38102.4,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,True,37N-121W,80,False,True,unknown
DC-01487,CenterServ: Raleigh Data Center,CenterServ,"421 Fayetteville Street, Raleigh, NC, USA",Raleigh,NC,35.77434535,-78.63877106845865,NC,False,,False,10.57,,,https://datacenters.com/centerserv-raleigh,421.0,Fayetteville Street,20.0,heuristic:colocation_major,13.033150684931508,1.0,423360.0,211680.0,635040.0,1.8,2.498,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,35N-078W,54,False,False,unknown
DC-01488,Amazon AWS: 6645 Crosby Court,Amazon AWS,"6645 Crosby Court, Dublin, Ohio 43016, USA",Dublin,OH,40.1048611,-83.1988675,OH,False,,False,2.76,,,https://datacenters.com/amazon-aws-6645-crosby-court,6645.0,Crosby Court,50.0,heuristic:hyperscaler_self,8.882465753424658,1.0,1058400.0,529200.0,1587600.0,1.8,1.279,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,False,40N-083W,111,False,False,unknown
DC-01489,Voxility: CoreSite LA2 data center Los Angeles,Voxility,"900 North Alameda Street, Los Angeles, California 90012, United States",Los Angeles,CA,34.0581157,-118.23539385682872,CA,False,1.0,False,12.43,14000.0,424890.0,https://datacenters.com/voxility-coresite-la2-los-angeles,900.0,North Alameda Street,1.0,disclosed,12.746849315068497,1.0,21168.0,10584.0,31752.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,True,34N-118W,52,False,True,unknown
DC-01490,Voxility: ColoHouse MIA2 Miami Data Center,Voxility,"36 NE 2nd St, Miami, FL, USA",Miami,FL,25.7758419,-80.1929625,FL,False,2.0,False,5.6,24000.0,162140.0,https://datacenters.com/voxility-colohouse-mia2-miami,36.0,NE 2nd St,2.0,disclosed,21.72684931506849,1.2018054794520547,50879.63677808219,25439.81838904109,76319.45516712329,1.8,2.559,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,True,25N-080W,2,False,False,unknown
DC-01491,ServerMania: Buffalo Data Center,ServerMania,"325 Delaware Ave #300, Buffalo, NY 14202, USA",Buffalo,NY,42.893024350000005,-78.8752970523077,NY,False,5.0,False,7.86,,,https://datacenters.com/servermania-buffalo,325.0,Delaware Ave #300,5.0,disclosed,7.833972602739725,1.0,105840.0,52920.0,158760.0,1.8,0.834,Low,False,colocation_secondary,False,False,True,False,False,False,False,True,42N-078W,133,False,False,unknown
DC-01492,Opti9 Technologies: Kansas Data Center,Opti9 Technologies,"12022 Blue Valley Pkwy, Overland Park, KS 66213, USA",Overland Park,KS,38.9096129,-94.6732027,KS,False,,False,5.07,,,https://datacenters.com/opti9-technologies-kansas,12022.0,Blue Valley Pkwy,10.0,heuristic:colocation_secondary,10.336438356164384,1.0,211680.0,105840.0,317520.0,1.8,2.139,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,38N-094W,87,False,False,unknown
DC-01493,CenterServ: Portland Data Center,CenterServ,"111 SW 5th Ave, Portland, OR, USA",Portland,OR,45.5226107,-122.6759928,OR,False,,False,5.6,,,https://datacenters.com/centerserv-portland,111.0,SW 5th Ave,20.0,heuristic:colocation_major,8.815068493150685,1.0,423360.0,211680.0,635040.0,1.8,1.569,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,45N-122W,162,False,False,unknown
DC-01494,Voxility: DC2 Ashburn Data Center,Voxility,"21715 Filigree Court, Ashburn, VA, USA",Ashburn,VA,39.0163313,-77.45876232933266,VA,False,1.0,False,4.43,6000.0,187746.0,https://datacenters.com/voxility-dc2-ashburn,21715.0,Filigree Court,1.0,disclosed,10.42958904109589,1.0,21168.0,10584.0,31752.0,1.8,1.94,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,True,39N-077W,93,False,False,unknown
DC-01495,Voxility: CoreSite LA1 (One Wilshire) data center Los Angeles,Voxility,"624 South Grand Avenue, Los Angeles, CA, USA",Los Angeles,CA,34.0478871,-118.2555541091128,CA,False,2.0,False,11.19,8000.0,664248.0,https://datacenters.com/voxility-coresite-la1-one-wilshire-los-angeles,624.0,South Grand Avenue,2.0,disclosed,12.746849315068497,1.0,42336.0,21168.0,63504.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,True,34N-118W,52,False,True,unknown
DC-01496,CenterServ: Arlington Data Center,CenterServ,"2000 East Lamar Boulevard, Arlington, TX, USA",Arlington,TX,32.7619037,-97.07665372400088,TX,False,,False,9.33,,,https://datacenters.com/centerserv-arlington,2000.0,East Lamar Boulevard,20.0,heuristic:colocation_major,15.31945205479452,1.0095835616438356,427417.2966575342,213708.6483287671,641125.9449863012,1.8,2.681,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,32N-097W,32,False,False,unknown
DC-01497,"Zayo: San Diego, California",Zayo,"12270 World Trade Drive, San Diego, CA 92128, USA",San Diego,CA,32.9886013,-117.07324598812784,CA,False,,False,12.77,,,https://datacenters.com/zayo-san-diego-california,12270.0,World Trade Drive,20.0,heuristic:colocation_major,12.32876712328767,1.0,423360.0,211680.0,635040.0,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,False,32N-117W,34,False,True,unknown
DC-01498,CBRE: 5959 Corporate Dr Data Center,CBRE,"5959 Corporate Drive, Houston, TX, USA",Houston,TX,29.7132535,-95.5504968657256,TX,False,,False,22.37,,,https://datacenters.com/cbre-5959-corporate-dr,5959.0,Corporate Drive,10.0,heuristic:colocation_secondary,18.36904109589041,1.1010712328767125,233074.7585753425,116537.37928767124,349612.1378630138,1.8,2.681,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,29N-095W,13,False,False,unknown
DC-01499,CenterServ: Aurora Data Center,CenterServ,"8354 Northfield Blvd, Denver, CO, USA",Denver,CO,39.7825281,-104.8914555,CO,False,,False,12.43,,,https://datacenters.com/centerserv-aurora,8354.0,Northfield Blvd,20.0,heuristic:colocation_major,4.245479452054794,1.0,423360.0,211680.0,635040.0,1.8,3.424,High,True,colocation_major,False,True,False,False,False,False,False,False,39N-104W,101,False,True,unknown
DC-01500,Compass Datacenters: Northern Virginia Data Center,Compass Datacenters,"20632 Sycolin Rd, Leesburg, Loudoun, VA, USA",Leesburg,VA,39.08361273862615,-77.55258026523028,VA,False,60.0,False,8.08,,,https://datacenters.com/compass-northern-virginia,20632.0,Sycolin Rd,60.0,disclosed,10.46109589041096,1.0,1270079.9999999998,635039.9999999999,1905119.9999999995,1.8,1.94,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,39N-077W,93,False,False,unknown
DC-01501,Amazon AWS: 5121 Hayden Run,Amazon AWS,"5121 Hayden Run Rd, Hilliard, Ohio 43026, USA",Hilliard,OH,40.06177831142751,-83.13886840523084,OH,False,,False,3.47,,,https://datacenters.com/amazon-aws-5121-hayden-run,5121.0,Hayden Run Rd,50.0,heuristic:hyperscaler_self,9.055616438356164,1.0,1058400.0,529200.0,1587600.0,1.8,1.279,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,False,40N-083W,111,False,False,unknown
DC-01502,"Voxility: CoreSite VA1 Reston, Virginia Data Center",Voxility,"12100 Sunrise Valley Drive, Reston, VA, USA",Reston,VA,38.949067,-77.364672,VA,False,,False,4.35,14000.0,201719.0,https://datacenters.com/voxility-coresite-va1-reston-virginia,12100.0,Sunrise Valley Drive,10.0,heuristic:colocation_secondary,10.558356164383564,1.0,211680.0,105840.0,317520.0,1.8,1.94,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,38N-077W,82,False,False,unknown
DC-01503,Serverfarm: ATL1 Atlanta Data Center,Serverfarm,"305 Satellite Boulevard, Suwanee, GA, USA",Suwanee,GA,34.0313919474416,-84.06657761272446,GA,False,10.0,False,34.18,66000.0,153000.0,https://datacenters.com/serverfarm-atl1-atlanta,305.0,Satellite Boulevard,10.0,disclosed,13.227397260273971,1.0,211680.0,105840.0,317520.0,1.8,1.889,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,34N-084W,46,False,False,unknown
DC-01504,CBRE: 4442 Newcastle Rd Data Center,CBRE,"4442 Newcastle Rd, Oklahoma City, Oklahoma, USA",Oklahoma City,OK,35.42543828759811,-97.59992175859252,OK,False,,False,1.87,,,https://datacenters.com/cbre-4442-newcastle-rd,4442.0,Newcastle Rd,10.0,heuristic:colocation_secondary,12.355342465753424,1.0,211680.0,105840.0,317520.0,1.8,1.256,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,35N-097W,60,False,False,unknown
DC-01505,Markley Group: Boston Data Center,Markley Group,"1 Summer Street, Boston, MA, United States",Boston,MA,42.3544906,-71.0595435,MA,False,2.0,False,2.69,,,https://datacenters.com/markley-group-boston,1.0,Summer Street,2.0,disclosed,8.562191780821918,1.0,42336.0,21168.0,63504.0,1.8,2.012,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,42N-071W,130,False,False,unknown
DC-01506,CBRE: 2301 Maguire Data Center,CBRE,"2301 Maguire Boulevard, Columbia, MO, USA",Columbia,MO,38.925943,-92.287788,MO,False,,False,103.77,,,https://datacenters.com/cbre-2301-maguire,2301.0,Maguire Boulevard,10.0,heuristic:colocation_secondary,10.437260273972605,1.0,211680.0,105840.0,317520.0,1.8,1.321,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,38N-092W,86,False,False,unknown
DC-01507,Amazon AWS: 6665 Crosby Court,Amazon AWS,"6665 Crosby Court, Dublin, Ohio 43016, USA",Dublin,OH,40.1048611,-83.1988675,OH,False,,False,2.83,,,https://datacenters.com/amazon-aws-6665-crosby-court,6665.0,Crosby Court,50.0,heuristic:hyperscaler_self,8.882465753424658,1.0,1058400.0,529200.0,1587600.0,1.8,1.279,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,False,40N-083W,111,False,False,unknown
DC-01508,Amazon AWS: 5125 Hayden Run,Amazon AWS,"5125 Hayden Run Rd, Hilliard, Ohio 43026, USA",Hilliard,OH,40.06175257371301,-83.139016686277,OH,False,,False,3.33,,,https://datacenters.com/amazon-aws-5125-hayden-run,5125.0,Hayden Run Rd,50.0,heuristic:hyperscaler_self,9.055616438356164,1.0,1058400.0,529200.0,1587600.0,1.8,1.279,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,False,40N-083W,111,False,False,unknown
DC-01509,CenterServ: Omaha Data Center,CenterServ,"1299 Farnam Street, Omaha, NE, USA",Omaha,NE,41.2571117,-95.93192289471008,NE,False,,False,3.73,,,https://datacenters.com/centerserv-omaha,1299.0,Farnam Street,20.0,heuristic:colocation_major,8.406027397260273,1.0,423360.0,211680.0,635040.0,1.8,3.16,High,True,colocation_major,False,True,False,False,False,False,False,False,41N-095W,126,False,True,unknown
DC-01510,CenterServ: Wichita Data Center,CenterServ,"801 East Douglas Avenue, Wichita, KS, USA",Wichita,KS,37.6856977,-97.3284651,KS,False,,False,5.6,,,https://datacenters.com/centerserv-wichita,801.0,East Douglas Avenue,20.0,heuristic:colocation_major,10.612328767123287,1.0,423360.0,211680.0,635040.0,1.8,2.139,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,37N-097W,77,False,False,unknown
DC-01511,CenterServ: Tampa Data Center,CenterServ,"100 Ashley Drive South, Tampa, FL, USA",Tampa,FL,27.94427695,-82.45770579200499,FL,False,,False,4.98,,,https://datacenters.com/centerserv-tampa,100.0,Ashley Drive South,20.0,heuristic:colocation_major,19.73780821917808,1.1421342465753423,483533.95463013696,241766.97731506848,725300.9319452054,1.8,2.559,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,27N-082W,6,False,False,unknown
DC-01512,CBRE: 2121 E 63rd St Data Center,CBRE,"2121 East 63rd Street, Kansas City, MO, USA",Kansas City,MO,39.01137975,-94.56199897772834,MO,False,,False,21.13,,,https://datacenters.com/cbre-2121-e-63rd-st,2121.0,East 63rd Street,10.0,heuristic:colocation_secondary,10.409041095890412,1.0,211680.0,105840.0,317520.0,1.8,1.321,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,39N-094W,100,False,False,unknown
